player_id,name,team,league,sofascore_id,full_name,nationality,position,jersey_number,preferred_foot,height_cm,birth_date,team_name,team_id,market_value_eur,contract_until,national_team_country,is_international,stat_rating,stat_totalRating,stat_countRating,stat_goals,stat_bigChancesCreated,stat_bigChancesMissed,stat_assists,stat_expectedAssists,stat_goalsAssistsSum,stat_accuratePasses,stat_inaccuratePasses,stat_totalPasses,stat_accuratePassesPercentage,stat_accurateOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_accurateFinalThirdPasses,stat_keyPasses,stat_successfulDribbles,stat_successfulDribblesPercentage,stat_tackles,stat_interceptions,stat_yellowCards,stat_directRedCards,stat_redCards,stat_accurateCrosses,stat_accurateCrossesPercentage,stat_totalShots,stat_shotsOnTarget,stat_shotsOffTarget,stat_groundDuelsWon,stat_groundDuelsWonPercentage,stat_aerialDuelsWon,stat_aerialDuelsWonPercentage,stat_totalDuelsWon,stat_totalDuelsWonPercentage,stat_minutesPlayed,stat_goalConversionPercentage,stat_penaltiesTaken,stat_penaltyGoals,stat_penaltyWon,stat_penaltyConceded,stat_shotFromSetPiece,stat_freeKickGoal,stat_goalsFromInsideTheBox,stat_goalsFromOutsideTheBox,stat_shotsFromInsideTheBox,stat_shotsFromOutsideTheBox,stat_headedGoals,stat_leftFootGoals,stat_rightFootGoals,stat_accurateLongBalls,stat_accurateLongBallsPercentage,stat_clearances,stat_errorLeadToGoal,stat_errorLeadToShot,stat_dispossessed,stat_possessionLost,stat_possessionWonAttThird,stat_totalChippedPasses,stat_accurateChippedPasses,stat_touches,stat_wasFouled,stat_fouls,stat_hitWoodwork,stat_ownGoals,stat_dribbledPast,stat_offsides,stat_blockedShots,stat_passToAssist,stat_saves,stat_cleanSheet,stat_penaltyFaced,stat_penaltySave,stat_savedShotsFromInsideTheBox,stat_savedShotsFromOutsideTheBox,stat_goalsConcededInsideTheBox,stat_goalsConcededOutsideTheBox,stat_punches,stat_runsOut,stat_successfulRunsOut,stat_highClaims,stat_crossesNotClaimed,stat_matchesStarted,stat_penaltyConversion,stat_setPieceConversion,stat_totalAttemptAssist,stat_totalContest,stat_totalCross,stat_duelLost,stat_aerialLost,stat_attemptPenaltyMiss,stat_attemptPenaltyPost,stat_attemptPenaltyTarget,stat_totalLongBalls,stat_goalsConceded,stat_tacklesWon,stat_tacklesWonPercentage,stat_scoringFrequency,stat_yellowRedCards,stat_savesCaught,stat_savesParried,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totwAppearances,stat_expectedGoals,stat_goalKicks,stat_ballRecovery,stat_outfielderBlocks,stat_appearances,sofascore_rating,attr_att,attr_cre,attr_tec,attr_def,attr_tac,stat_goalsPrevented,stat_kilometersCovered,stat_numberOfSprints,stat_topSpeed,stat_km_per90,stat_sprints_per90,season
129209,Cristian Palacios,Everton de Viña del Mar,Chile Primera Division,129209,Cristian Palacios,Uruguay,F,30.0,Right,173.0,1990-09-02,Everton de Viña del Mar,5032,91000.0,2026-12-31,,0,6.9111111111111,124.4,18,3,0,4,1,,4,114,39,153,74.509803921569,38,76,37,15,2,28.571428571429,2,2,1,0,0,4,17.391304347826,49,13,28,20,57.142857142857,4,19.047619047619,24,42.857142857143,654,6.1224489795918,0,0,0,0,8,0,3,0,27,22,2,1,0,7,77.777777777778,1,0,0,4,89,4,10,8,296,16,6,2,0,2,4,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0.0,0.0,15,7,23,32,17,0,0,0,9,9,1,50.0,218.0,0,0,0,45,108,0,,0,18,0.0,19,6.9111111111111,60.0,40.0,44.0,37.0,49.0,,,,,,,Liga de Primera 2025
1114520,Paolo Guajardo,Audax Italiano,Chile Primera Division,1114520,Paolo Guajardo,Chile,M,7.0,Right,177.0,2003-05-27,Audax Italiano,3162,390000.0,2027-12-31,,0,6.7,160.8,24,1,1,2,1,,2,202,53,255,79.21568627451,59,143,86,8,15,42.857142857143,29,4,0,0,0,3,10.344827586207,18,7,9,59,56.190476190476,4,33.333333333333,63,53.846153846154,1083,5.5555555555556,0,0,0,0,0,0,1,0,9,9,1,0,0,5,38.461538461538,13,0,0,9,157,0,9,6,506,15,6,1,0,11,2,2,0,0,1,0,0,0,0,17,3,0,0,0,0,0,11,0.0,0.0,8,35,29,54,8,0,0,0,13,20,19,65.51724137931,1083.0,0,0,0,78,177,0,,0,36,1.0,25,6.7,48.0,48.0,45.0,47.0,37.0,,,,,,,Liga de Primera 2025
1482455,Leenhan Romero,Deportes Concepción,Chile Primera Division,1482455,Leenhan Romero,Venezuela,M,26.0,Left,165.0,2006-11-01,Deportes Concepción,3160,48000.0,2026-12-31,,0,6.7,26.8,4,0,1,0,0,,0,20,8,28,71.428571428571,11,9,4,3,4,57.142857142857,7,3,1,0,0,2,50.0,1,0,1,13,52.0,1,100.0,14,53.846153846154,113,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,5,23,0,0,0,70,2,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0.0,0.0,3,7,4,12,0,0,0,0,0,4,6,85.714285714286,0.0,0,0,0,16,12,0,,0,4,0.0,4,6.7,,,,,,,,,,,,Liga de Primera 2025
956838,Julián Alfaro,Everton de Viña del Mar,Chile Primera Division,956838,Julián Alfaro,Chile,M,9.0,Right,167.0,2001-02-09,Everton de Viña del Mar,5032,360000.0,2026-12-31,,0,6.6,72.6,11,1,0,0,0,,1,97,30,127,76.377952755906,23,74,42,2,7,41.176470588235,4,4,5,0,0,0,0.0,10,4,4,18,32.727272727273,12,48.0,30,37.5,505,10.0,0,0,0,0,0,0,1,0,6,4,0,1,0,4,44.444444444444,9,0,2,10,94,1,8,4,253,7,13,0,0,4,4,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,6,0.0,0.0,2,17,17,50,13,0,0,0,9,5,2,50.0,505.0,0,0,0,33,94,0,,0,21,0.0,11,6.6,53.0,46.0,48.0,34.0,31.0,,,,,,,Liga de Primera 2025
906106,Ignacio Mesías,Deportes Concepción,Chile Primera Division,906106,Ignacio Mesías,Chile,F,17.0,Right,174.0,2000-10-16,Rangers de Talca,3154,485000.0,2026-12-31,,0,6.7965517241379,197.1,29,3,4,3,1,,4,197,74,271,72.693726937269,64,133,73,12,10,29.411764705882,27,5,2,0,0,4,14.285714285714,45,15,20,57,39.583333333333,34,32.075471698113,91,36.4,1771,6.6666666666667,0,0,0,0,2,0,3,0,28,17,0,0,3,2,33.333333333333,14,0,0,25,219,12,1,1,603,20,32,0,0,10,8,10,0,0,1,0,0,0,0,19,1,0,0,0,0,0,19,0.0,0.0,12,34,28,159,72,0,0,0,6,20,18,66.666666666667,590.33333333333,0,0,0,80,191,0,,0,44,6.0,30,6.7965517241379,58.0,39.0,41.0,36.0,46.0,,,,,,,Liga de Primera 2025
117430,Eugenio Mena,Universidad Católica,Chile Primera Division,117430,Eugenio Mena,Chile,D,3.0,Left,174.0,1988-07-18,Universidad Católica,3151,120000.0,2026-12-31,,0,6.9818181818182,153.6,22,1,4,0,3,,4,585,151,736,79.483695652174,265,320,154,26,5,19.230769230769,33,27,6,0,0,21,30.434782608696,5,1,2,45,48.387096774194,26,50.980392156863,71,49.305555555556,1723,20.0,0,0,0,0,0,0,1,0,3,2,1,0,0,33,40.243902439024,56,0,0,8,262,3,67,35,1245,7,8,0,0,12,0,2,0,0,6,0,0,0,0,14,1,0,0,0,0,0,21,0.0,0.0,26,26,69,73,25,0,0,0,82,15,19,57.575757575758,1723.0,0,0,0,314,422,1,,0,87,4.0,22,6.9818181818182,40.0,48.0,42.0,64.0,46.0,,,,,,,Liga de Primera 2025
1126003,Josué Ovalle,Everton de Viña del Mar,Chile Primera Division,1126003,Josué Ovalle,Chile,M,20.0,Right,167.0,2000-05-20,Everton de Viña del Mar,5032,1400000.0,2028-12-31,,0,6.55,26.2,4,0,0,1,0,,0,33,8,41,80.487804878049,8,25,12,1,3,37.5,0,1,0,0,0,0,0.0,4,1,0,6,37.5,0,0.0,6,37.5,101,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,66.666666666667,0,0,0,3,22,0,5,2,71,3,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1,8,3,10,0,0,0,0,3,1,0,0.0,0.0,0,0,0,8,33,0,,0,10,0.0,4,6.55,62.0,53.0,70.0,29.0,33.0,,,,,,,Liga de Primera 2025
1155908,Matías Pinto,Deportes La Serena,Chile Primera Division,1155908,Matías Pinto,Chile,D,29.0,Right,175.0,2004-09-11,Deportes La Serena,5031,190000.0,2026-12-31,,0,6.78125,108.5,16,1,1,3,1,,2,141,36,177,79.661016949153,56,85,43,14,1,12.5,21,6,1,0,0,8,32.0,10,2,6,29,56.862745098039,14,43.75,43,51.807228915663,714,10.0,0,0,0,1,0,0,1,0,9,1,0,0,1,7,36.842105263158,25,0,0,3,90,2,19,12,377,7,6,0,0,7,2,2,0,0,0,0,0,0,0,11,1,0,0,0,0,0,8,0.0,0.0,14,8,25,40,18,0,0,0,19,12,15,71.428571428571,714.0,0,0,0,60,117,0,,0,27,2.0,17,6.78125,,,,,,,,,,,,Liga de Primera 2025
1199239,Emiliano Ramos,Everton de Viña del Mar,Chile Primera Division,1199239,Emiliano Ramos,Chile,M,11.0,Left,178.0,2005-03-08,Everton de Viña del Mar,5032,465000.0,2026-12-31,,0,6.7913043478261,156.2,23,2,2,2,1,,3,206,79,285,72.280701754386,77,129,67,15,14,35.0,18,16,4,0,0,13,17.333333333333,24,7,12,49,45.794392523364,27,45.762711864407,76,45.78313253012,1255,8.3333333333333,0,0,1,0,0,0,2,0,17,7,0,2,0,4,33.333333333333,20,0,0,11,242,4,13,6,638,17,19,0,0,4,2,5,0,0,0,0,0,0,0,19,2,0,0,0,0,0,14,0.0,0.0,15,40,75,90,32,0,0,0,12,21,10,55.555555555556,627.5,0,0,0,91,194,1,,0,49,2.0,23,6.7913043478261,52.0,49.0,44.0,40.0,43.0,,,,,,,Liga de Primera 2025
312318,Brayan Véjar,Deportes Concepción,Chile Primera Division,312318,Brayan Véjar,Chile,D,11.0,Right,176.0,1995-07-14,Deportes Concepción,3160,280000.0,2026-12-31,,0,6.8181818181818,75.0,11,0,1,0,0,,0,233,42,275,84.727272727273,97,136,63,8,2,25.0,11,6,1,0,0,7,41.176470588235,6,2,4,14,46.666666666667,2,40.0,16,45.714285714286,440,0.0,0,0,0,0,0,0,0,0,1,5,0,0,0,29,65.909090909091,9,0,0,4,72,5,26,15,374,1,3,0,0,3,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,4,0.0,0.0,8,8,17,19,3,0,0,0,44,9,9,81.818181818182,0.0,0,0,0,104,171,0,,0,32,0.0,12,6.8181818181818,45.0,49.0,47.0,52.0,49.0,,,,,,,Liga de Primera 2025
1473443,Diego Monreal,Audax Italiano,Chile Primera Division,1473443,Diego Monreal,Chile,D,14.0,Right,185.0,2002-09-05,Audax Italiano,3162,71000.0,2026-12-31,,0,5.4666666666667,16.4,3,0,0,0,0,,0,31,6,37,83.783783783784,21,10,3,0,0,0.0,0,3,1,1,1,0,0.0,0,0,0,1,16.666666666667,2,66.666666666667,3,33.333333333333,114,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,44.444444444444,10,0,0,0,7,0,6,3,55,1,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0.0,0.0,0,0,0,6,1,0,0,0,9,3,0,0.0,0.0,0,0,0,22,15,0,,0,5,2.0,4,5.4666666666667,,,,,,,,,,,,Liga de Primera 2025
1973053,Benjamín Valenzuela,Cobresal,Chile Primera Division,1973053,Benjamín Valenzuela,Chile,M,13.0,Right,178.0,2005-04-04,Cobresal,3167,165000.0,,,0,6.7071428571429,93.9,14,0,0,0,0,,0,124,36,160,77.5,55,69,32,7,2,18.181818181818,22,2,4,0,0,5,35.714285714286,4,0,2,36,54.545454545455,9,47.368421052632,45,52.941176470588,573,0.0,0,0,1,0,0,0,0,0,0,4,0,0,0,7,58.333333333333,15,0,0,9,73,0,13,11,287,12,6,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0.0,0.0,7,11,14,40,10,0,0,0,12,2,11,50.0,0.0,0,0,0,70,90,0,,0,19,1.0,14,6.7071428571429,,,,,,,,,,,,Liga de Primera 2025
1997135,Martín Jiménez,Audax Italiano,Chile Primera Division,1997135,Martín Jiménez,Chile,D,20.0,Right,181.0,2008-02-06,Audax Italiano U18,518187,,,,0,6.43,64.3,10,0,0,1,0,,0,68,24,92,73.913043478261,31,37,17,0,6,54.545454545455,12,5,0,1,1,2,40.0,2,0,1,18,56.25,4,36.363636363636,22,51.162790697674,314,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,41.666666666667,13,0,0,4,61,0,6,2,196,0,2,1,1,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0.0,0.0,0,11,5,21,7,0,0,0,12,4,9,75.0,0.0,0,0,0,36,56,0,,0,16,1.0,10,6.43,,,,,,,,,,,,Liga de Primera 2025
1798260,Joaquín Tapia,O'Higgins,Chile Primera Division,1798260,Joaquín Tapia,Chile,M,30.0,Right,178.0,2004-12-24,O'Higgins,3163,265000.0,,,0,6.6777777777778,60.1,9,0,0,0,0,,0,42,15,57,73.684210526316,7,35,17,2,3,33.333333333333,3,0,0,0,0,1,20.0,4,1,3,10,50.0,4,36.363636363636,14,45.161290322581,204,0.0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,66.666666666667,1,0,0,1,29,1,2,1,98,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.0,2,9,5,17,7,0,0,0,3,2,3,100.0,0.0,0,0,0,10,47,0,,0,4,0.0,9,6.6777777777778,,,,,,,,,,,,Liga de Primera 2025
1409361,Juan Francisco Rossel,Universidad Católica,Chile Primera Division,1409361,Juan Francisco Rossel,Chile,F,18.0,Right,182.0,2005-03-16,Universidad Católica U20,518170,140000.0,,,0,6.75,108.0,16,1,0,1,0,,1,131,44,175,74.857142857143,33,98,55,11,12,54.545454545455,9,4,1,0,0,0,0.0,19,6,10,41,48.809523809524,10,35.714285714286,51,45.535714285714,573,5.2631578947368,0,0,0,0,0,0,1,0,16,3,0,1,0,6,54.545454545455,0,0,0,11,95,4,11,9,321,20,14,0,0,8,1,3,0,0,0,0,0,0,0,7,2,0,0,0,0,0,6,0.0,0.0,11,22,2,61,18,0,0,0,11,9,5,55.555555555556,573.0,0,0,0,43,132,0,,0,21,0.0,19,6.75,57.0,49.0,47.0,30.0,38.0,,,,,,,Liga de Primera 2025
1384819,Yahir Salazar,Deportes La Serena,Chile Primera Division,1384819,Yahir Salazar,Chile,D,17.0,Left,180.0,2005-01-19,Deportes La Serena,5031,210000.0,2026-12-31,,0,6.4,25.6,4,0,0,0,0,,0,15,7,22,68.181818181818,7,8,3,0,0,0.0,1,1,1,0,0,1,100.0,0,0,0,2,33.333333333333,0,0.0,2,25.0,92,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,60.0,9,0,0,0,12,0,3,2,47,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0.0,0.0,0,2,1,6,2,0,0,0,5,3,0,0.0,0.0,0,0,0,12,10,0,,0,1,3.0,4,6.4,36.0,38.0,44.0,63.0,48.0,,,,,,,Liga de Primera 2025
1656140,Javier Nicolás Cárcamo,Huachipato,Chile Primera Division,1656140,Javier Nicolás Cárcamo,Chile,M,22.0,Right,175.0,2005-01-31,Huachipato U20,213554,55000.0,,,0,6.38,31.9,5,0,0,0,0,,0,25,12,37,67.567567567568,13,12,4,0,1,100.0,1,1,2,0,0,0,0.0,0,0,0,4,40.0,1,25.0,5,35.714285714286,96,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,3,21,0,4,0,59,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,1,1,9,3,0,0,0,5,1,1,100.0,0.0,0,0,0,14,23,0,,0,6,0.0,5,6.38,,,,,,,,,,,,Liga de Primera 2025
1111544,Daniel Gutiérrez,Unión La Calera,Chile Primera Division,1111544,Daniel Gutiérrez,Chile,D,27.0,Left,180.0,2003-02-16,Unión La Calera,48242,455000.0,2026-12-31,,0,6.7666666666667,60.9,9,0,0,0,0,,0,188,26,214,87.85046728972,116,72,43,0,6,35.294117647059,9,1,1,0,0,2,18.181818181818,2,1,0,18,46.153846153846,13,65.0,31,52.542372881356,366,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,46.666666666667,32,0,0,2,60,0,6,5,352,3,3,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0,17,11,28,7,0,0,0,15,1,6,66.666666666667,0.0,0,0,0,128,86,0,,0,27,1.0,10,6.7666666666667,34.0,34.0,38.0,67.0,47.0,,,,,,,Liga de Primera 2025
1125880,Benjamín Chandía,Coquimbo Unido,Chile Primera Division,1125880,Benjamín Chandía,Chile,M,30.0,Left,166.0,2002-11-25,Coquimbo Unido,3165,1400000.0,2027-12-31,,0,6.7241379310345,195.0,29,2,1,0,2,,4,256,112,368,69.565217391304,54,202,140,19,17,35.416666666667,29,7,2,0,0,11,16.666666666667,21,7,6,59,38.562091503268,3,23.076923076923,62,37.349397590361,1631,9.5238095238095,0,0,0,0,0,0,0,2,12,9,0,2,0,5,22.727272727273,19,0,0,21,275,13,23,12,705,13,22,1,0,22,11,8,0,0,0,0,0,0,0,8,2,0,0,0,0,0,21,0.0,0.0,19,48,66,104,10,0,0,0,22,10,19,65.51724137931,815.5,0,0,0,75,293,0,,0,70,0.0,29,6.7241379310345,53.0,49.0,45.0,36.0,30.0,,,,,,,Liga de Primera 2025
819017,Jonathan Benítez,Palestino,Chile Primera Division,819017,Jonathan Benítez,Argentina,M,11.0,Left,178.0,1991-09-04,Palestino,3157,230000.0,2026-12-31,,0,7.015,140.3,20,1,8,3,4,,5,321,70,391,82.097186700767,95,226,132,30,20,52.631578947368,26,4,6,1,1,26,27.956989247312,25,2,15,67,50.0,11,36.666666666667,78,47.560975609756,1306,4.0,0,0,0,0,0,0,1,0,13,12,0,1,0,15,57.692307692308,7,1,0,14,230,9,30,19,737,21,28,1,0,9,5,8,0,0,0,0,0,0,0,15,3,0,0,0,0,0,16,0.0,0.0,30,38,93,86,19,0,0,0,26,18,16,61.538461538462,1306.0,0,0,0,106,285,0,,0,56,1.0,20,7.015,56.0,56.0,53.0,39.0,39.0,,,,,,,Liga de Primera 2025
1177673,Kevin Altez,Huachipato,Chile Primera Division,1177673,Kevin Altez,Uruguay,M,30.0,Right,163.0,2004-12-14,Huachipato,3164,240000.0,,,0,6.675,26.7,4,0,1,0,1,,1,31,7,38,81.578947368421,10,21,13,2,3,42.857142857143,2,1,0,0,0,0,0.0,1,0,0,5,41.666666666667,0,0.0,5,41.666666666667,88,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,75.0,0,0,0,1,22,0,2,1,62,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,7,4,7,0,0,0,0,4,0,2,100.0,0.0,0,0,0,11,27,0,,0,5,0.0,4,6.675,,,,,,,,,,,,Liga de Primera 2025
1985127,Ian Alegría,Palestino,Chile Primera Division,1985127,Ian Alegría,Chile,M,30.0,Right,179.0,2008-05-03,Palestino,3157,53000.0,,,0,6.7,33.5,5,0,0,0,0,,0,61,20,81,75.308641975309,19,42,21,2,8,53.333333333333,8,0,0,0,0,0,0.0,3,2,1,19,59.375,1,25.0,20,55.555555555556,203,0.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,1,0,0,4,43,1,2,0,138,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0.0,0.0,2,15,3,16,3,0,0,0,4,3,4,50.0,0.0,0,0,0,25,56,0,,0,11,0.0,5,6.7,,,,,,,,,,,,Liga de Primera 2025
1981750,Daniel Saavedra,Ñublense,Chile Primera Division,1981750,Daniel Saavedra,Chile,M,13.0,Right,178.0,2004-02-12,Ñublense,7029,155000.0,,,0,6.8555555555556,61.7,9,0,1,0,0,,0,317,36,353,89.801699716714,138,179,85,4,1,14.285714285714,12,3,2,0,0,1,25.0,3,0,1,17,47.222222222222,5,55.555555555556,22,48.888888888889,543,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,80.0,10,0,0,1,57,4,19,14,431,4,11,0,0,2,0,2,0,0,1,0,0,0,0,6,1,0,0,0,0,0,7,0.0,0.0,4,7,4,23,4,0,0,0,30,7,6,50.0,0.0,0,0,0,155,198,0,,0,31,2.0,9,6.8555555555556,,,,,,,,,,,,Liga de Primera 2025
2036609,Fabricio Diaz,Deportes La Serena,Chile Primera Division,2036609,Fabricio Diaz,Argentina,F,24.0,Right,180.0,2006-04-13,Deportes La Serena,5031,82000.0,2027-12-31,,0,6.6666666666667,40.0,6,0,0,0,1,,1,18,13,31,58.064516129032,4,14,7,1,7,50.0,4,2,1,0,0,1,16.666666666667,6,1,3,12,41.379310344828,1,33.333333333333,13,40.625,183,0.0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,100.0,0,0,0,3,32,0,1,1,80,1,2,0,0,5,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0.0,0.0,1,14,6,19,2,0,0,0,2,4,2,50.0,0.0,0,0,0,5,26,0,,0,6,0.0,6,6.6666666666667,,,,,,,,,,,,Liga de Primera 2025
877098,Danilo Catalán,Deportes Limache,Chile Primera Division,877098,Danilo Catalán,Chile,M,34.0,Left,171.0,1997-11-19,San Luis de Quillota,39220,195000.0,,,0,6.5416666666667,78.5,12,0,0,0,0,,0,130,40,170,76.470588235294,58,72,40,3,1,16.666666666667,10,4,1,0,0,0,0.0,3,1,2,16,53.333333333333,4,40.0,20,50.0,424,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,41.176470588235,6,0,0,2,66,1,22,15,240,5,3,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,3,0.0,0.0,3,6,5,20,6,0,0,0,17,5,7,70.0,0.0,0,0,0,65,105,0,,0,25,1.0,13,6.5416666666667,45.0,45.0,43.0,46.0,37.0,,,,,,,Liga de Primera 2025
1384618,Byron Navarro,Everton de Viña del Mar,Chile Primera Division,1384618,Byron Navarro,Chile,D,36.0,Left,181.0,2004-01-05,Everton de Viña del Mar,5032,70000.0,,,0,6.65,13.3,2,0,0,0,0,,0,30,4,34,88.235294117647,18,12,2,0,0,0.0,0,1,0,0,0,0,0.0,1,1,0,0,0.0,2,50.0,2,33.333333333333,90,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100.0,1,0,0,0,9,0,2,2,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,1,1,4,2,0,0,0,1,1,0,0.0,0.0,0,0,0,18,16,0,,0,2,0.0,2,6.65,,,,,,,,,,,,Liga de Primera 2025
1650043,Martín Hiriart,Unión La Calera,Chile Primera Division,1650043,Martín Hiriart,Chile,F,17.0,Left,165.0,2005-01-19,Unión La Calera,48242,81000.0,2026-12-31,,0,6.475,25.9,4,1,0,0,0,,1,20,3,23,86.95652173913,9,11,6,2,2,50.0,0,0,1,0,0,2,40.0,1,1,0,2,20.0,0,0.0,2,18.181818181818,164,100.0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,100.0,1,0,0,3,12,0,1,1,45,0,2,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0.0,0.0,2,4,5,9,1,0,0,0,1,5,0,0.0,164.0,0,0,0,9,14,0,,0,4,0.0,5,6.475,,,,,,,,,,,,Liga de Primera 2025
892450,Alan Robledo,O'Higgins,Chile Primera Division,892450,Alan Robledo,Argentina,D,22.0,Right,183.0,1998-02-17,O'Higgins,3163,695000.0,2026-12-31,,0,7.0227272727273,154.5,22,1,1,1,1,,2,683,170,853,80.070339976553,483,200,55,6,8,100.0,25,33,6,1,1,0,0.0,12,1,9,40,58.823529411765,65,59.090909090909,105,58.988764044944,1864,8.3333333333333,0,0,0,2,0,0,1,0,11,1,0,1,0,58,39.189189189189,150,2,0,3,183,1,84,38,1175,9,22,0,0,6,2,2,0,0,8,0,0,0,0,17,5,0,0,0,0,0,22,0.0,0.0,6,8,0,73,45,0,0,0,148,22,18,72.0,1864.0,0,0,0,525,328,1,,1,57,16.0,22,7.0227272727273,37.0,36.0,46.0,67.0,55.0,,,,,,,Liga de Primera 2025
889519,Franco Bechtholdt,Cobresal,Chile Primera Division,889519,Franco Bechtholdt,Argentina,D,16.0,Right,179.0,1993-08-15,Cobresal,3167,190000.0,2026-12-31,,0,6.59375,105.5,16,0,0,0,0,,0,262,41,303,86.468646864686,164,98,25,1,0,0.0,22,9,5,0,0,0,0.0,2,0,2,27,58.695652173913,25,67.567567567568,52,62.650602409639,726,0.0,0,0,0,1,0,0,0,0,2,0,0,0,0,13,41.935483870968,32,0,0,0,51,0,9,4,418,5,12,0,0,7,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,8,0.0,0.0,1,0,0,31,12,0,0,0,31,14,13,59.090909090909,0.0,0,0,0,181,122,0,,0,24,4.0,19,6.59375,33.0,35.0,40.0,67.0,52.0,,,,,,,Liga de Primera 2025
1125882,Harol Salgado,Universidad de Concepción,Chile Primera Division,1125882,Harol Salgado,Chile,M,25.0,Both,170.0,2000-09-04,Universidad de Concepción,5034,265000.0,2026-12-31,,0,6.66,33.3,5,0,1,0,0,,0,42,13,55,76.363636363636,10,32,16,4,1,14.285714285714,2,0,0,0,0,2,50.0,1,0,1,4,30.769230769231,0,0.0,4,25.0,93,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,60.0,1,0,0,1,28,0,5,2,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,4,7,4,12,3,0,0,0,5,1,2,100.0,0.0,0,0,0,12,43,0,,0,4,0.0,5,6.66,54.0,49.0,60.0,34.0,33.0,,,,,,,Liga de Primera 2025
986609,Jorge Espejo,Universidad de Concepción,Chile Primera Division,986609,Jorge Espejo,Chile,D,21.0,Right,172.0,2000-07-20,Universidad de Concepción,5034,580000.0,,,0,6.8714285714286,192.4,28,1,2,4,1,,2,589,178,767,76.792698826597,252,337,164,27,11,29.72972972973,45,28,6,1,1,13,20.3125,25,9,8,83,48.255813953488,12,34.285714285714,95,45.893719806763,2480,4.0,0,0,0,1,0,0,1,0,10,15,0,0,1,52,42.276422764228,78,0,0,23,398,7,68,35,1396,27,24,1,0,17,1,8,0,0,6,0,0,0,0,35,1,0,0,0,0,0,28,0.0,0.0,27,37,64,112,23,0,0,0,123,36,33,73.333333333333,2480.0,0,0,0,306,461,0,,0,122,9.0,28,6.8714285714286,42.0,48.0,44.0,52.0,43.0,,,,,,,Liga de Primera 2025
1386875,Dilan Salgado,Palestino,Chile Primera Division,1386875,Dilan Salgado,Chile,F,24.0,Left,175.0,2003-07-12,Palestino,3157,195000.0,,,0,6.7,67.0,10,0,1,0,1,,1,39,18,57,68.421052631579,24,15,9,2,6,60.0,5,2,1,0,0,4,14.814814814815,8,2,4,13,46.428571428571,6,50.0,19,47.5,185,0.0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,40.0,4,0,0,4,62,0,6,3,143,2,3,0,0,4,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0.0,0.0,2,10,27,21,6,0,0,0,5,3,4,80.0,0.0,0,0,0,26,31,0,,0,3,0.0,10,6.7,,,,,,,,,,,,Liga de Primera 2025
