tm_id,name,full_name,date_of_birth,nationality,position,club_name,club_tm_id,market_value,age,reep_id,fotmob_id,sofascore_id,fbref_id,understat_id,capology_name,analyst_name,understat_name
425456,"Sean Clare","Sean James Kewku Clare",,"England, Ghana",Right-Back,"Leyton Orient",1150,250000,,,,,,,,"Sean Clare",
425712,"Stefan Mols","Stefan Edouard Mols",,"Spain, England","Central Midfield",Accrington,3688,,,,,,,,,,
425715,"Cameron McJannet","Cameron Allan McJannet",,England,Centre-Back,"Grimsby Town",1034,350000,,,,,,,,"Cameron McJannet",
426281,"Josh Earl","Joshua John Francis Earl",,England,Centre-Back,Barnsley,349,650000,,,,,,,,"Josh Earl",
425900,"Jordan Gabriel","Jordan Jay Lawrence-Gabriel",,"England, Scotland",Right-Back,"Port Vale",1211,600000,,,,,,,,"Jordan Lawrence-Gabriel",
426426,"Josh Gordon","Joshua Luke Gordon",,England,Centre-Forward,"Exeter City",6699,75000,,,,,,,,"Josh Gordon",
426624,"André Vidigal","André Filipe Cunha Vidigal",,"Angola, Portugal","Left Winger",Wycombe,2805,800000,,,,,,,,"André Vidigal",
427927,"Jordan Davies","Jordan Andrew Davies",,Wales,"Central Midfield",Tranmere,1074,150000,,,,,,,,"Jordan Davies",
428446,"Daniel Udoh","Dominic Daniel Udoh",,"Nigeria, England",Centre-Forward,Salford,34888,350000,,,,,,,,"Daniel Udoh",
432179,"Reece Cole","Reece George Cole",,England,"Attacking Midfield","Exeter City",6699,200000,,,,,,,,"Reece Cole",
429578,"Josh Koroma","Joshua Abdulai Koroma",,"Sierra Leone, England","Left Winger",Chesterfield,1219,800000,,,,,,,,"Josh Koroma",
432181,"Luther James-Wildin","Luther Ash James-Wildin",,"Antigua and Barbuda, England",Right-Back,Stevenage,3684,550000,,,,,,,,"Luther James-Wildin",
433165,"Danny Cashman","Danny Christopher Cashman",,England,Centre-Forward,"Crawley Town",3537,75000,,,,,,,,"Danny Cashman",
433185,"Xavier Amaechi","Xavier Casmier Amaechi",,"England, Nigeria","Right Winger",Plymouth,2262,550000,,,,,,,,"Xavier Amaechi",
433186,"Bali Mumba",,,"England, DR Congo",Left-Back,Huddersfield,1110,1700000,,,,,,,,"Bali Mumba",
433837,"David Kasumu","David Ayomide Kasumu",,"England, Nigeria","Central Midfield",Huddersfield,1110,700000,,,,,,,,"David Kasumu",
436034,"Ronan Hale","Ronan Aiden Connolly Shea Chapman Hale",,"Northern Ireland, Ireland",Centre-Forward,Gillingham,2814,350000,,,,,,,,"Ronan Hale",
438086,"Caolan Boyd-Munce","Caolan Stephen Boyd-Munce",,"Northern Ireland","Central Midfield",Wycombe,2805,500000,,,,,,,,"Seán Boyd",
440112,"Dan Sweeney","Daniel Liam Sweeney",,England,Centre-Back,"AFC Wimbledon",3884,100000,,,,,,,,"Dan Sweeney",
444571,"Curtis Tilt","Curtis Anthony Tilt",,"Jamaica, England",Centre-Back,"Burton Albion",2963,50000,,,,,,,,"Curtis Tilt",
659648,"Gioele Zacchi",,,Italy,Goalkeeper,Sassuolo,6574,600000,,,,,,,,,
445548,"Charlie Brown","Charles Daniel Brown",,England,Centre-Forward,Accrington,3688,125000,,,,,,,,"Charlie Brown",
448813,"Nick Freeman","Nicholas Freeman",,England,"Central Midfield",Gillingham,2814,125000,,,,,,,,"Nick Freeman",
447066,"Ewan Henderson",,,Scotland,"Attacking Midfield",Wycombe,2805,550000,,,,,,,,"Ewan Henderson",
449019,"Louis Appéré","Louis George P. Appéré",,"Scotland, France",Centre-Forward,"Cambridge Utd.",986,225000,,,,,,,,"Louis Appéré",
450736,"Ryan Fallowfield","Ryan Jack Glenn Fallowfield",,England,Right-Back,"York City",1252,,,,,,,,,,
451736,"Brandon Hanlan","Brandon Alex Graham Hanlan",,England,Centre-Forward,Doncaster,2454,200000,,,,,,,,"Brandon Hanlan",
451749,"Aaron Morley","Aaron Paul Morley",,England,"Central Midfield",Wycombe,2805,900000,,,,,,,,"Aaron Morley",
452019,"Harry Smith","Harry Roy Smith",,England,Centre-Forward,"Swindon Town",352,100000,,,,,,,,,
452380,"Sam Nombe","Samuel Tshiayima Nombe",,England,Centre-Forward,"MK Dons",991,800000,,,,,,,,"Sam Nombe",
452683,"Josh Dacres-Cogley","Joshua Jacob Dacres-Cogley",,England,Right-Back,Stockport,1098,500000,,,,,,,,"Josh Ayres",
453661,"Jacob Bedeau","Jacob Mitchell Bedeau",,"Grenada, England",Centre-Back,"Notts County",1045,350000,,,,,,,,,
453678,"James Gibbons","James Andrew Gibbons",,England,Right-Back,"Notts County",1045,300000,,,,,,,,"James Gibbons",
455600,"Corey Whitely","Corey Milton Whitely",,England,"Right Midfield",Bromley,8981,50000,,,,,,,,"Corey Whitely",
456835,"Will Evans","William Albert Evans",,Wales,Centre-Forward,"Mansfield Town",3820,500000,,,,,,,,,
457528,"Zach Hemming","Zachary Hemming",,England,Goalkeeper,Chesterfield,1219,400000,,,,,,,,"Zach Hemming",
457769,"Jack Senior","Jack Christopher Senior",,England,Left-Back,Doncaster,2454,150000,,,,,,,,"Jack Senior",
457897,"Lewis Freestone","Lewis Jay Freestone",,England,Left-Back,Stevenage,3684,300000,,,,,,,,"Lewis Freestone",
458187,"Arthur Read","Arthur James Read",,England,"Central Midfield","York City",1252,350000,,,,,,,,"Arthur Read",
458405,"Radinio Balker","Radinio Roberto Balker",,"Suriname, Netherlands",Centre-Back,Huddersfield,1110,550000,,,,,,,,"Radinio Balker",
459873,"Harvey Rodgers","Harvey James Rodgers",,England,Centre-Back,"Grimsby Town",1034,350000,,,,,,,,"Harvey Rodgers",
461477,"Tyler Walton",,,England,"Right Midfield",Accrington,3688,225000,,,,,,,,"Tyler Walton",
462068,"Luke Hannant","Luke James Hannant",,England,"Left Midfield",Rochdale,1088,,,,,,,,,"Luke Hannant",
463755,"Dean Campbell","Dean Graeme Campbell",,Scotland,"Defensive Midfield",Northampton,1302,400000,,,,,,,,"Dean Campbell",
463758,"Terry Taylor","Terence Charles Taylor",,"Wales, Scotland","Defensive Midfield",Stevenage,3684,300000,,,,,,,,"Terry Taylor",
466106,"Aaron Drinan","Aaron John Drinan",,Ireland,Centre-Forward,"Swindon Town",352,500000,,,,,,,,"Aaron Drinan",
469064,"Gavin Kilkenny",,,Ireland,"Central Midfield","Swindon Town",352,350000,,,,,,,,"Gavin Kilkenny",
469249,"Joseph Olowu","Joseph Olugbenga Olowu",,"England, Nigeria",Centre-Back,"Leyton Orient",1150,375000,,,,,,,,"Joseph Olowu",
470594,"Clinton Mola","Clinton Lemere Mola",,"England, DR Congo",Centre-Back,"Bristol Rovers",2455,250000,,,,,,,,"Clinton Mola",
470604,"Paul Glatzel","Paul Milton Glatzel",,"Germany, England","Attacking Midfield","Swindon Town",352,275000,,,,,,,,"Paul Glatzel",
470606,"Leighton Clarkson","Leighton Owen Clarkson",,England,"Central Midfield",Blackpool,1181,700000,,,,,,,,"Leighton Clarkson",
471003,"Aaron Pressley","Aaron Alex Pressley",,Scotland,Centre-Forward,Walsall,899,300000,,,,,,,,"Aaron Pressley",
471145,"Michael Baidoo",,,Ghana,"Attacking Midfield",Plymouth,2262,2000000,,,,,,,,,
473079,"Harvey Gilmour","Harvey James Gilmour",,England,"Central Midfield",Rochdale,1088,,,,,,,,,,
473544,"Akin Odimayo","Akinwale Joseph Odimayo",,"England, Nigeria",Centre-Back,"Crawley Town",3537,150000,,,,,,,,"Akin Odimayo",
474081,"Lee Ndlovu","Lindokuhle Ndlovu",,Zimbabwe,Centre-Forward,"Notts County",1045,100000,,,,,,,,"Lee Ndlovu",
474225,"Liam Gordon","Liam Spencer Gordon",,"Guyana, England",Left-Back,"Port Vale",1211,250000,,,,,,,,"Liam Gordon",
478637,"Daniel Butterworth","Daniel James Butterworth",,England,"Attacking Midfield","Swindon Town",352,100000,,,,,,,,"Daniel Butterworth",
476149,"George Lapslie","George Robert Lapslie",,England,"Attacking Midfield",Bradford,1027,250000,,,,,,,,"George Lapslie",
480191,"Cohen Bramall","Cohen Conrad Bramall",,England,Left-Back,"MK Dons",991,350000,,,,,,,,"Cohen Bramall",
48098,"James Wilson","James Steven Wilson",,Wales,Centre-Back,Cheltenham,3371,25000,,,,,,,,"James Wilson",
482999,"Harvey Saunders","Harvey Read Saunders",,England,Centre-Forward,Northampton,1302,125000,,,,,,,,,
483346,"Joe Felix","Joseph Rabole Felix",,England,Right-Back,"York City",1252,,,,,,,,,,
483383,"Devante Rodney","Devante Darrius Rodney",,England,"Right Winger",Rochdale,1088,,,,,,,,,,
483385,"Nicke Kabamba",,,"DR Congo, England",Centre-Forward,Bromley,8981,50000,,,,,,,,"Nicke Kabamba",
484215,"Toby Sibbick","Toby Peter Sibbick",,"Uganda, England",Centre-Back,"Burton Albion",2963,550000,,,,,,,,"Toby Sibbick",
484385,"Jack Diamond","Jack Tyler Diamond",,England,"Left Winger",Stockport,1098,700000,,,,,,,,"Jack Diamond",
484389,"Kell Watts","Kelland John William James Watts",,England,Centre-Back,"Cambridge Utd.",986,600000,,,,,,,,"Kelland Watts",
485996,"Isaac Hutchinson",,,England,"Central Midfield",Doncaster,2454,400000,,,,,,,,"Isaac Hutchinson",
486288,"Nick Tsaroulla","Νικόλαος Ανδρέας Τσαρούλλα",,"Cyprus, England","Left Midfield","Notts County",1045,275000,,,,,,,,"Nick Tsaroulla",
487428,"Nikola Tavares","Nikola Hrvatsko Tavares",,"Croatia, South Africa",Centre-Back,Barnet,2804,250000,,,,,,,,"Nikola Tavares",
488416,"Josh Hawkes","Joshua Stuart Hawkes",,England,"Left Midfield","Oldham Athletic",1078,150000,,,,,,,,"Josh Hawkes",
494933,"Maï Traoré",,,Guinea,Centre-Forward,"Notts County",1045,175000,,,,,,,,"Maï Traoré",
495033,"Nathan Bishop","Nathan James Bishop",,England,Goalkeeper,"AFC Wimbledon",3884,350000,,,,,,,,"Nathan Bishop",
49637,"Shaun Whalley","Shaun James Whalley",,England,"Right Winger",Accrington,3688,25000,,,,,,,,"Shaun Whalley",
496644,"Ryan Stirk","Ryan William Stirk",,"Wales, England","Defensive Midfield",Chesterfield,1219,300000,,,,,,,,"Ryan Stirk",
496652,"Dylan Levitt","Dylan James Christopher Levitt",,Wales,"Central Midfield","Leyton Orient",1150,600000,,,,,,,,"Dylan Levitt",
499604,"Dion Pereira","Dion Enrico Pereira Greives",,"Antigua and Barbuda, England","Left Winger","Crawley Town",3537,175000,,,,,,,,"Dion Pereira",
500687,"Tyrese Shade","Tyrese James Shade",,"St. Kitts & Nevis, England","Right Winger","Burton Albion",2963,250000,,,,,,,,"Tyrese Shade",
502073,"Taylor Perry",,,England,"Central Midfield","Exeter City",6699,250000,,,,,,,,"Taylor Perry",
503698,"Phoenix Patterson","Phoenix Maclaren Patterson",,"Scotland, Philippines","Left Winger",Stevenage,3684,275000,,,,,,,,"Phoenix Patterson",
503731,"Stephen Duke-McKenna","Stephen Winston Duke-McKenna",,"Guyana, England","Right Midfield","Crawley Town",3537,150000,,,,,,,,"Stephen Duke-McKenna",
503794,"Rosaire Longelo","Rosaire Longelo-Mbule",,"England, DR Congo",Left-Back,Salford,34888,250000,,,,,,,,"Rosaire Longelo",
503796,"Jay Mingi","Jade Jay Mingi",,England,Right-Back,Stockport,1098,150000,,,,,,,,"Jay Mingi",
503918,"Tyrese Fornah","Tyrese Momodu Fornah",,"Sierra Leone, England","Central Midfield",Northampton,1302,350000,,,,,,,,"Tyrese Fornah",
503989,"Jeriel Dorsett","Abraham Jeriel Richard Dorsett",,"Montserrat, England",Centre-Back,Reading,1032,450000,,,,,,,,"Jeriel Dorsett",
504494,"Jack Evans","Jack Lucas James Evans",,England,"Defensive Midfield","Notts County",1045,150000,,,,,,,,,
504507,"Kyle John","Kyle Alex John",,"England, Wales",Right-Back,"Port Vale",1211,225000,,,,,,,,"Kyle John",
504518,"Kofi Balmer",,,"Northern Ireland",Centre-Back,"Bristol Rovers",2455,300000,,,,,,,,"Kofi Balmer",
504939,"Jon Mellish","Jon James Alexander Mellish",,England,"Central Midfield",Wigan,1071,250000,,,,,,,,"Jon Mellish",
505307,"Ryan De Havilland","Ryan James De Havilland",,England,"Central Midfield","Bristol Rovers",2455,200000,,,,,,,,"Ryan Galvin",
505548,"Louie Watson","Louie Shaun Watson",,"Ireland, England","Central Midfield","Crawley Town",3537,125000,,,,,,,,"Louie Watson",
505561,"Jon Russell","Jonathan Edward Russell",,"Jamaica, England","Central Midfield","Mansfield Town",3820,750000,,,,,,,,"Jon Russell",
50144,Cássio,,,Brazil,Goalkeeper,Cruzeiro,609,250000,,,,,,,,,
505657,"Tyreik Wright","Tyreik Samuel Wright",,Ireland,"Left Midfield",Bradford,1027,350000,,,,,,,,"Tyreik Wright",
506230,"Jack Bycroft","Jack Thomas Bycroft",,England,Goalkeeper,"Exeter City",6699,175000,,,,,,,,"Jack Bycroft",
506440,"Joe Tomlinson","Joseph William George Tomlinson",,England,"Left Midfield",Cheltenham,3371,250000,,,,,,,,"Josh Tomlinson",
506470,"Josh Bowler","Joshua Luke Bowler",,England,"Right Winger",Blackpool,1181,600000,,,,,,,,"Josh Bowler",
508265,"Kian Spence","Kian Alec Spence",,England,"Central Midfield",Rotherham,1194,300000,,,,,,,,"Kian Spence",
508398,"Jordan Brown","Jordan Brian Brown",,England,"Defensive Midfield",Blackpool,1181,650000,,,,,,,,"Jordan Brown",
509156,"Kevin Berkoe","Kevin Nana Yaw Berkoe",,"England, Ghana",Left-Back,Shrewsbury,3054,150000,,,,,,,,"Kevin Berkoe",
509423,"Jack Armer","Jack Alfred Armer",,"Scotland, England",Left-Back,"Burton Albion",2963,550000,,,,,,,,"Jack Armer",
511551,"Joe Anderson","Joseph William Anderson",,England,Centre-Back,Accrington,3688,125000,,,,,,,,,
511561,"Will Forrester","William Samuel Forrester",,England,Centre-Back,"Leyton Orient",1150,300000,,,,,,,,"Will Forrester",
511964,"Jackson Smith","Jackson William Smith",,England,Goalkeeper,"Port Vale",1211,300000,,,,,,,,"Jackson Smith",
512354,"Malcolm Ebiowei","Malcolm Perewari Ebiowei",,"England, Netherlands","Right Winger","Crawley Town",3537,750000,,,,,,,,"Malcolm Ebiowei",
512994,"Jack MacKenzie",,,Scotland,Left-Back,Plymouth,2262,700000,,,,,,,,"Jack MacKenzie",
515548,"Carl Johnston","Carl Robert Johnston",,"Northern Ireland",Right-Back,Peterborough,1072,250000,,,,,,,,"Carl Johnston",
516407,"Bojan Radulović","Бојан Радуловић-Самоуковић",,"Serbia, Spain",Centre-Forward,Huddersfield,1110,800000,,,,,,,,"Bojan Radulovic",
517286,"Lewis Wing",,,England,"Central Midfield",Reading,1032,700000,,,,,,,,"Lewis Wing",
520651,"Jensen Weir","Jensen Guy Weir",,"England, Scotland","Central Midfield",Wigan,1071,450000,,,,,,,,"Jensen Weir",
532192,"George Lloyd","George Robert Lawrence Lloyd",,England,Centre-Forward,Shrewsbury,3054,150000,,,,,,,,"George Lloyd",
533615,"Harry Williams",,,England,Centre-Back,Walsall,899,100000,,,,,,,,,
533916,"Shandon Baptiste","Shandon Harkeem Baptiste",,"Grenada, England","Central Midfield",Luton,1031,1000000,,,,,,,,"Shandon Baptiste",
533958,"Harrison Biggins",,,England,"Central Midfield","Newport County",3716,125000,,,,,,,,"Harrison Biggins",
534698,"Robbie Gotts",,,England,"Central Midfield",Doncaster,2454,275000,,,,,,,,"Robbie Gotts",
535479,"Jay Matete",,,England,"Central Midfield","MK Dons",991,250000,,,,,,,,"Jay Matete",
535485,"Cameron Evans","Cameron James Evans",,Wales,Centre-Back,"Newport County",3716,150000,,,,,,,,"Cameron Evans",
535785,"Ryan Graydon",,,Ireland,Centre-Forward,Salford,34888,300000,,,,,,,,"Ryan Graydon",
536533,"Scott Robertson","Scott Alexander Cameron Robertson",,Scotland,"Defensive Midfield","Notts County",1045,250000,,,,,,,,"Scott Robertson",
537270,"Louie Sibley","Louie Joseph Sibley",,England,"Central Midfield","Oxford United",988,1200000,,,,,,,,"Louie Sibley",
537864,"Doug Tharme","Douglas John Tharme",,"England, Wales",Centre-Back,"Grimsby Town",1034,125000,,,,,,,,"Doug Tharme",
538678,"Macauley Southam-Hales","Macauley Anthony Southam-Hales",,Wales,Right-Back,"Bristol Rovers",2455,150000,,,,,,,,"Macauley Southam-Hales",
539502,"Ben Waine","Benjamin Peter Waine",,"New Zealand, England",Centre-Forward,"Port Vale",1211,400000,,,,,,,,"Elai Ben Simon",
540690,"Tom Smith",,,England,Goalkeeper,"Colchester Utd.",1060,75000,,,,,,,,"Tom Smith",
539801,"Bradley Fink","Bradley Thomas Fink",,"Switzerland, England",Centre-Forward,Wycombe,2805,200000,,,,,,,,"Bradley Fink",
540876,"Promise Omochere","Promise Osazee Omochere",,"Ireland, Nigeria",Centre-Forward,"Bristol Rovers",2455,275000,,,,,,,,"Promise Omochere",
542439,"Mike Fondop","Karl Mike Fondop-Talom",,"England, Cameroon",Centre-Forward,"Oldham Athletic",1078,75000,,,,,,,,"Mike Fondop",
542471,"Ben Wiles","Benjamin Jack Wiles",,England,"Central Midfield","MK Dons",991,1800000,,,,,,,,"Ben Wiles",
542516,"Jack Tucker","Jack Robert Tucker",,England,Centre-Back,"Colchester Utd.",1060,350000,,,,,,,,"Jack Tucker",
543075,"Jay Bird","Jay Gregory Maison Bird",,England,Centre-Forward,Salford,34888,75000,,,,,,,,"Jay Bird",
543093,"Josh Neufville","Joshua Tyler Neufville",,England,"Right Midfield",Bradford,1027,700000,,,,,,,,"Josh Neufville",
545331,"Mathias Ross","Mathias Ross Jensen",,Denmark,Centre-Back,Plymouth,2262,750000,,,,,,,,"Mathias Ross",
546024,"Andy Lyons","Andrew Patrick Lyons",,Ireland,Right-Back,Blackpool,1181,375000,,,,,,,,,
546903,"Lewis Macari","Lewis Jon MacAri",,"Scotland, England",Centre-Back,"Notts County",1045,300000,,,,,,,,"Lewis Macari",
547006,"Keenan Patten","Keenan Ieuan Patten",,Wales,"Central Midfield","Newport County",3716,50000,,,,,,,,,
547479,"Ruel Sotiriou","Ρουέλ Δημήτριος Σωτηρίου, Ruel Dimitrios Sotiriou",,"Cyprus, England",Centre-Forward,Chesterfield,1219,275000,,,,,,,,"Ruel Sotiriou",
548470,"Teden Mengi","Teden Mambuene Mengi",,"England, Angola",Centre-Back,Luton,1031,3000000,,,,,,,,"Teden Mengi",
549582,"Chris Conn-Clarke","Christopher Seamus Michael Conn-Clarke",,"Northern Ireland","Attacking Midfield",Peterborough,1072,175000,,,,,,,,"Chris Conn-Clarke",
550134,"Ciaran Brennan","Ciaran Thomas Brennan",,Ireland,Centre-Back,"Newport County",3716,75000,,,,,,,,"Ciarán Brennan",
550641,"Reece Staunton","Reece Joseph Staunton",,"Ireland, England",Left-Back,"Grimsby Town",1034,300000,,,,,,,,"Reece Staunton",
551011,"Josh Thomas","Joshua John Thomas",,"Wales, England",Centre-Forward,Fleetwood,11177,125000,,,,,,,,,
551964,"Matthew Dennis","Matthew Timothy Dennis",,England,Centre-Forward,"Burton Albion",2963,275000,,,,,,,,"Matthew Dennis",
553509,"Luke Offord","Luke William Offord",,England,Centre-Back,"Crewe Alexandra",1042,450000,,,,,,,,"Luke Offord",
554098,"Keenan Appiah-Forson",,,"England, Ghana","Defensive Midfield","Oldham Athletic",1078,,,,,,,,,,
555545,"Ossama Ashley","Ossama Wassim Ashley",,"England, Morocco","Defensive Midfield",Rotherham,1194,175000,,,,,,,,"Ossama Ashley",
559092,"Tom Knowles","Thomas Andrew Knowles",,England,"Left Winger",Barnet,2804,,,,,,,,,,
559130,"Harrison Ashby","Harrison Charles Ashby",,"Scotland, England",Right-Back,Luton,1031,1200000,,,,,,,,"Harrison Ashby",
559797,"Bobby Kamwa","Bobby-Emmanuel Kamwa",,Cameroon,"Left Winger","Bristol Rovers",2455,175000,,,,,,,,"Bobby Kamwa",
106676,"Will Grigg","William Donald Grigg",,"Northern Ireland, England",Centre-Forward,Chesterfield,1219,75000,,,,,,,,"Will Grigg",
559800,"Oliver Casey","Oliver Joseph Casey",,England,Centre-Back,Blackpool,1181,750000,,,,,,,,"Oliver Casey",
560111,"George Sykes-Kenworthy","George William Sykes-Kenworthy",,England,Goalkeeper,"York City",1252,,,,,,,,,"George Wynne",
563754,"Lewis Gordon","Lewis Courtney Gordon",,"Scotland, England",Left-Back,Chesterfield,1219,250000,,,,,,,,"Lewis Gordon",
564048,"Charlie Lakin","Charlie James Lakin",,England,"Central Midfield",Barnet,2804,200000,,,,,,,,"Charlie Lakin",
564049,"Steve Seddon","Steven Jeffrey Seddon",,England,Left-Back,"AFC Wimbledon",3884,350000,,,,,,,,"Steve Seddon",
565674,"Riley Harbottle","Riley-Jay Harbottle",,England,Centre-Back,"Bristol Rovers",2455,275000,,,,,,,,"Riley Owen",
565824,"Cameron Antwi","Cameron Akwasi Antwi",,"England, Ghana","Central Midfield",Gillingham,2814,150000,,,,,,,,"Cameron Antwi",
565911,"Klaidi Lolos","Κλάϊντι Λώλος",,"Greece, England",Centre-Forward,Peterborough,1072,200000,,,,,,,,"Klaidi Lolos",
566802,"Lewis Fiorini","Lewis Paul Fiorini",,"Scotland, England","Central Midfield",Stockport,1098,550000,,,,,,,,"Lewis Fiorini",
567102,"James Connolly","James Alfred Connolly",,"Wales, England",Centre-Back,Walsall,899,375000,,,,,,,,"James Connolly",
568007,"Ben Knight","Benjamin Leo Knight",,England,"Attacking Midfield","Cambridge Utd.",986,250000,,,,,,,,"Ben Knight",
568092,"Elliot Bonds","Elliot Michael Bonds",,"Guyana, England","Defensive Midfield",Salford,34888,350000,,,,,,,,"Elliott Bonds",
570768,"Marvin Ekpiteta","Marvin Akpereogene Paul Edem Ekpiteta",,"England, Nigeria",Centre-Back,"MK Dons",991,550000,,,,,,,,"Marvin Ekpiteta",
571827,"Lewis Richards","Lewis Paul Jimmy Richards",,"Ireland, England",Left-Back,"Crawley Town",3537,150000,,,,,,,,"Lewis Richards",
572519,"Ar'jany Martha","Ar'jany Jainel Archenir Martha",,"Curacao, Netherlands","Right Winger",Rotherham,1194,700000,,,,,,,,"Ar'Jany Martha",
572810,"Jaze Kabia","Jaze Kevin Kabia",,"Ireland, England",Centre-Forward,"Grimsby Town",1034,200000,,,,,,,,"Jaze Kabia",
573054,"Josh Andrews","Joshua Matthew Andrews",,England,Centre-Forward,"Grimsby Town",1034,250000,,,,,,,,"Josh Andrews",
573133,"Charlie McCann","Charlie Liam McCann",,"Northern Ireland, Ireland","Defensive Midfield",Cheltenham,3371,150000,,,,,,,,"Charlie McCann",
574587,"Noah Chilvers","Noah Christopher Chilvers",,England,"Attacking Midfield","Oldham Athletic",1078,100000,,,,,,,,,
575212,"Isaac Fletcher","Isaac Andrew Fletcher",,England,"Central Midfield",Shrewsbury,3054,150000,,,,,,,,"Isaac Fletcher",
577410,"Kane Thompson-Sommers","Kane Angelis Gavin Thompson-Sommers",,"England, Jamaica","Central Midfield",Fleetwood,11177,150000,,,,,,,,"Tynan Thompson",
578937,"Reece Hutchinson","Reece Christopher Hutchinson",,England,Left-Back,"Crewe Alexandra",1042,300000,,,,,,,,"Reece Hutchinson",
579997,"Conor Grant","Conor Michael Grant",,Ireland,"Left Midfield","Notts County",1045,225000,,,,,,,,"Conor Grant",
580027,"Luca Connell","Luca John Connell",,"Ireland, England","Defensive Midfield",Barnsley,349,800000,,,,,,,,"Luca Lai",
580809,"Ed Turns","Edward James Turns",,"Wales, England",Centre-Back,"Exeter City",6699,450000,,,,,,,,"Ed Turns",
581598,"Harvey White","Harvey David White",,England,"Defensive Midfield",Plymouth,2262,700000,,,,,,,,"Harvey White",
581670,"Louie Barry","Louie Mark Barry",,"Ireland, England","Left Winger","Sheff Wed",1035,2500000,,,,,,,,"Louie Barry",
583991,"Matthew Baker",,,"Wales, England",Centre-Back,"Notts County",1045,300000,,,,,,,,,
586059,"Will Hondermarck","William Mbongo Desire Hondermarck",,"Congo, Ireland","Central Midfield",Bromley,8981,250000,,,,,,,,"Will Hondermarck",
586938,"Lewis McCann",,,"Northern Ireland, Scotland",Centre-Forward,Fleetwood,11177,150000,,,,,,,,"Lewis McCann",
586959,"Dion Rankine","Dion Joseph Rankine",,"England, Jamaica","Right Winger","Crewe Alexandra",1042,200000,,,,,,,,"Dion Rankine",
587003,"Lewis Bate","Lewis Michael Bate",,England,"Central Midfield",Stockport,1098,550000,,,,,,,,"Lewis Bate",
590410,"Josh Clarke",,,"Northern Ireland, Sweden",Goalkeeper,Doncaster,2454,200000,,,,,,,,,
595652,"Peter Kioso",,,"DR Congo, Ireland",Right-Back,"Oxford United",988,750000,,,,,,,,"Peter Kioso",
596217,"Mark Helm",,,England,"Central Midfield",Fleetwood,11177,350000,,,,,,,,"Mark Helm",
601437,"Will Wright","William Robert Wright",,England,Centre-Back,Barnet,2804,350000,,,,,,,,"Will Wright",
602544,"Jack Lankester","Jack Richard Lankester",,England,"Attacking Midfield","Crewe Alexandra",1042,200000,,,,,,,,"Jack Lankester",
606006,"Alex Hunt","Alexander John Hunt",,"Ireland, England","Central Midfield","York City",1252,,,,,,,,,,
606026,"Albie Morgan","Albie Robert Morgan",,England,"Central Midfield",Blackpool,1181,350000,,,,,,,,"Albie Morgan",
606962,"James Maxwell","James Ian Maxwell",,"Scotland, England",Left-Back,Northampton,1302,275000,,,,,,,,"James Maxwell",
608180,"Brendan Wiredu","Brendan Nana Akwasi Sarpong Wiredu",,"England, Ghana",Centre-Back,Plymouth,2262,400000,,,,,,,,"Brendan Wiredu",
61011,"Kal Naismith","Kallum Lachlan Naismith",,Scotland,Centre-Back,Luton,1031,200000,,,,,,,,"Kal Naismith",
610621,"James Morris","James William Morris",,England,Left-Back,"Leyton Orient",1150,500000,,,,,,,,"James Morris",
610652,"Connor Barrett","Connor Ellis Barrett",,England,Right-Back,Wigan,1071,400000,,,,,,,,"Connor Barrett",
610665,"Caleb Watts","Caleb Cassius Watts",,"Australia, England","Attacking Midfield",Plymouth,2262,250000,,,,,,,,"Caleb Watts",
610690,"Oliver Wright","Oliver Lennon George Wright",,England,Goalkeeper,Gillingham,2814,250000,,,,,,,,"Ollie Wright",
610786,"Ollie O'Neill","Oliver John O'Neill",,"Ireland, England","Left Winger","Leyton Orient",1150,650000,,,,,,,,"Ollie O'Neill",
610863,"Filip Marschall",,,"England, Poland",Goalkeeper,Stevenage,3684,1200000,,,,,,,,"Filip Marschall",
612093,"Jay Williams",,,"St. Kitts & Nevis, England","Defensive Midfield","Crawley Town",3537,200000,,,,,,,,"Jay Williams",
612748,"Rico Richards","Rico Dean Scott Richards",,England,"Attacking Midfield","Port Vale",1211,175000,,,,,,,,"Rico Richards",
611906,"Nnamdi Ofoborh","Nathan Nnamdi Ugochukwu Benjamin Asigboro Ofoborh",,"Nigeria, England","Central Midfield",Barnet,2804,275000,,,,,,,,"Nnamdi Ofoborh",
1066935,"Craig Hewitt",,,England,"Left Midfield","York City",1252,,,,,,,,,,
614064,"Jasper Moon",,,England,Centre-Back,"Port Vale",1211,250000,,,,,,,,"Mataeo Moon-Arnaez",
614086,"Fábio Tavares","Fábio André Tavares Desidério",,"Portugal, England",Centre-Forward,Rotherham,1194,225000,,,,,,,,"Fábio Tavares",
614603,"Chem Campbell",,,"Wales, England","Left Winger",Stevenage,3684,1000000,,,,,,,,"Chem Campbell",
614700,"Dara Costelloe","Dara James Morgan Costelloe",,Ireland,"Left Winger",Wigan,1071,400000,,,,,,,,"Dara Costelloe",
614811,"Joe White","Joe Peter White",,England,"Attacking Midfield","Crewe Alexandra",1042,200000,,,,,,,,,
61622,"Ched Evans","Chedwyn Michael Evans",,Wales,Centre-Forward,Fleetwood,11177,25000,,,,,,,,"Ched Evans",
